Transcript,Transcript
TRINITY_DN259029_c0_g1_i1,TRINITY_DN259029_c0_g1_i1
TRINITY_DN25902_c0_g1_i5,TRINITY_DN25902_c0_g1_i5
TRINITY_DN259031_c0_g1_i1,TRINITY_DN259031_c0_g1_i1
TRINITY_DN259034_c0_g1_i1,TRINITY_DN259034_c0_g1_i1
TRINITY_DN25903_c0_g1_i4,TRINITY_DN25903_c0_g1_i4
TRINITY_DN259040_c0_g1_i1,TRINITY_DN259040_c0_g1_i1
TRINITY_DN259056_c0_g1_i1,TRINITY_DN259056_c0_g1_i1
TRINITY_DN259058_c0_g1_i1,TRINITY_DN259058_c0_g1_i1
TRINITY_DN259059_c0_g1_i1,TRINITY_DN259059_c0_g1_i1
TRINITY_DN25905_c0_g1_i3,TRINITY_DN25905_c0_g1_i3
TRINITY_DN25905_c0_g2_i9,TRINITY_DN25905_c0_g2_i9
TRINITY_DN25906_c1_g2_i1,TRINITY_DN25906_c1_g2_i1
TRINITY_DN259082_c0_g1_i1,TRINITY_DN259082_c0_g1_i1
TRINITY_DN259085_c0_g1_i1,TRINITY_DN259085_c0_g1_i1
TRINITY_DN259088_c0_g1_i1,TRINITY_DN259088_c0_g1_i1
TRINITY_DN259089_c0_g1_i2,TRINITY_DN259089_c0_g1_i2
TRINITY_DN25909_c0_g1_i1,TRINITY_DN25909_c0_g1_i1
TRINITY_DN259111_c0_g1_i1,TRINITY_DN259111_c0_g1_i1
TRINITY_DN259115_c0_g1_i1,TRINITY_DN259115_c0_g1_i1
TRINITY_DN259124_c0_g1_i1,TRINITY_DN259124_c0_g1_i1
TRINITY_DN259125_c0_g1_i1,TRINITY_DN259125_c0_g1_i1
TRINITY_DN259128_c0_g1_i1,TRINITY_DN259128_c0_g1_i1
TRINITY_DN259131_c0_g1_i1,TRINITY_DN259131_c0_g1_i1
TRINITY_DN259133_c0_g1_i1,TRINITY_DN259133_c0_g1_i1
TRINITY_DN259135_c0_g1_i1,TRINITY_DN259135_c0_g1_i1
TRINITY_DN259145_c0_g1_i1,TRINITY_DN259145_c0_g1_i1
TRINITY_DN259146_c0_g1_i1,TRINITY_DN259146_c0_g1_i1
TRINITY_DN259148_c0_g1_i1,TRINITY_DN259148_c0_g1_i1
TRINITY_DN25914_c1_g1_i1,TRINITY_DN25914_c1_g1_i1
TRINITY_DN259157_c0_g1_i1,TRINITY_DN259157_c0_g1_i1
TRINITY_DN259158_c0_g1_i1,TRINITY_DN259158_c0_g1_i1
TRINITY_DN259161_c0_g1_i1,TRINITY_DN259161_c0_g1_i1
TRINITY_DN259166_c0_g1_i1,TRINITY_DN259166_c0_g1_i1
TRINITY_DN259167_c0_g1_i2,TRINITY_DN259167_c0_g1_i2
TRINITY_DN25916_c0_g1_i1,TRINITY_DN25916_c0_g1_i1
TRINITY_DN259170_c0_g1_i1,TRINITY_DN259170_c0_g1_i1
TRINITY_DN259173_c0_g1_i1,TRINITY_DN259173_c0_g1_i1
TRINITY_DN25917_c0_g1_i2,TRINITY_DN25917_c0_g1_i2
TRINITY_DN259181_c0_g1_i1,TRINITY_DN259181_c0_g1_i1
TRINITY_DN259184_c0_g1_i1,TRINITY_DN259184_c0_g1_i1
TRINITY_DN25918_c0_g1_i1,TRINITY_DN25918_c0_g1_i1
TRINITY_DN259193_c0_g1_i1,TRINITY_DN259193_c0_g1_i1
TRINITY_DN259194_c0_g1_i1,TRINITY_DN259194_c0_g1_i1
TRINITY_DN259197_c0_g1_i1,TRINITY_DN259197_c0_g1_i1
TRINITY_DN25919_c0_g1_i2,TRINITY_DN25919_c0_g1_i2
TRINITY_DN2591_c0_g2_i1,TRINITY_DN2591_c0_g2_i1
TRINITY_DN259201_c0_g1_i2,TRINITY_DN259201_c0_g1_i2
TRINITY_DN259207_c0_g1_i1,TRINITY_DN259207_c0_g1_i1
TRINITY_DN259208_c0_g1_i1,TRINITY_DN259208_c0_g1_i1
TRINITY_DN259209_c0_g1_i1,TRINITY_DN259209_c0_g1_i1
TRINITY_DN25920_c0_g1_i6,TRINITY_DN25920_c0_g1_i6
TRINITY_DN259210_c0_g1_i1,TRINITY_DN259210_c0_g1_i1
TRINITY_DN259211_c0_g1_i2,TRINITY_DN259211_c0_g1_i2
TRINITY_DN259215_c0_g1_i1,TRINITY_DN259215_c0_g1_i1
TRINITY_DN259216_c0_g1_i1,TRINITY_DN259216_c0_g1_i1
TRINITY_DN259219_c0_g1_i1,TRINITY_DN259219_c0_g1_i1
TRINITY_DN25921_c2_g1_i1,TRINITY_DN25921_c2_g1_i1
TRINITY_DN259228_c0_g1_i1,TRINITY_DN259228_c0_g1_i1
TRINITY_DN259235_c0_g1_i1,TRINITY_DN259235_c0_g1_i1
TRINITY_DN25923_c0_g1_i5,TRINITY_DN25923_c0_g1_i5
TRINITY_DN25923_c0_g4_i2,TRINITY_DN25923_c0_g4_i2
TRINITY_DN25923_c2_g1_i1,TRINITY_DN25923_c2_g1_i1
TRINITY_DN259248_c0_g1_i1,TRINITY_DN259248_c0_g1_i1
TRINITY_DN25924_c0_g1_i1,TRINITY_DN25924_c0_g1_i1
TRINITY_DN259251_c0_g1_i1,TRINITY_DN259251_c0_g1_i1
TRINITY_DN259252_c0_g1_i1,TRINITY_DN259252_c0_g1_i1
TRINITY_DN259254_c0_g1_i1,TRINITY_DN259254_c0_g1_i1
TRINITY_DN259259_c0_g1_i1,TRINITY_DN259259_c0_g1_i1
TRINITY_DN25925_c0_g1_i1,TRINITY_DN25925_c0_g1_i1
TRINITY_DN25926_c0_g1_i6,TRINITY_DN25926_c0_g1_i6
TRINITY_DN259270_c0_g1_i1,TRINITY_DN259270_c0_g1_i1
TRINITY_DN259271_c0_g1_i1,TRINITY_DN259271_c0_g1_i1
TRINITY_DN259274_c0_g1_i1,TRINITY_DN259274_c0_g1_i1
TRINITY_DN259275_c0_g1_i1,TRINITY_DN259275_c0_g1_i1
TRINITY_DN259276_c0_g1_i1,TRINITY_DN259276_c0_g1_i1
TRINITY_DN259278_c0_g1_i1,TRINITY_DN259278_c0_g1_i1
TRINITY_DN25927_c0_g2_i2,TRINITY_DN25927_c0_g2_i2
TRINITY_DN259281_c0_g1_i1,TRINITY_DN259281_c0_g1_i1
TRINITY_DN259285_c0_g1_i1,TRINITY_DN259285_c0_g1_i1
TRINITY_DN25929_c0_g1_i1,TRINITY_DN25929_c0_g1_i1
TRINITY_DN25929_c0_g2_i1,TRINITY_DN25929_c0_g2_i1
TRINITY_DN2592_c1_g1_i3,TRINITY_DN2592_c1_g1_i3
TRINITY_DN259300_c0_g1_i1,TRINITY_DN259300_c0_g1_i1
TRINITY_DN259301_c0_g1_i1,TRINITY_DN259301_c0_g1_i1
TRINITY_DN259309_c0_g1_i1,TRINITY_DN259309_c0_g1_i1
TRINITY_DN259314_c0_g1_i1,TRINITY_DN259314_c0_g1_i1
TRINITY_DN259319_c0_g1_i1,TRINITY_DN259319_c0_g1_i1
TRINITY_DN25931_c0_g2_i4,TRINITY_DN25931_c0_g2_i4
TRINITY_DN25931_c1_g1_i4,TRINITY_DN25931_c1_g1_i4
TRINITY_DN259328_c0_g1_i1,TRINITY_DN259328_c0_g1_i1
TRINITY_DN25932_c0_g1_i2,TRINITY_DN25932_c0_g1_i2
TRINITY_DN259330_c0_g1_i2,TRINITY_DN259330_c0_g1_i2
TRINITY_DN259332_c0_g1_i2,TRINITY_DN259332_c0_g1_i2
TRINITY_DN259335_c0_g1_i1,TRINITY_DN259335_c0_g1_i1
TRINITY_DN259336_c0_g1_i1,TRINITY_DN259336_c0_g1_i1
TRINITY_DN259337_c0_g1_i1,TRINITY_DN259337_c0_g1_i1
TRINITY_DN25933_c0_g1_i2,TRINITY_DN25933_c0_g1_i2
TRINITY_DN25933_c0_g2_i2,TRINITY_DN25933_c0_g2_i2
TRINITY_DN259340_c0_g1_i1,TRINITY_DN259340_c0_g1_i1
TRINITY_DN259345_c0_g1_i1,TRINITY_DN259345_c0_g1_i1
TRINITY_DN259348_c0_g1_i1,TRINITY_DN259348_c0_g1_i1
TRINITY_DN25934_c0_g1_i6,TRINITY_DN25934_c0_g1_i6
TRINITY_DN259354_c0_g1_i1,TRINITY_DN259354_c0_g1_i1
TRINITY_DN259357_c0_g1_i1,TRINITY_DN259357_c0_g1_i1
TRINITY_DN25935_c0_g1_i1,TRINITY_DN25935_c0_g1_i1
TRINITY_DN259360_c0_g1_i1,TRINITY_DN259360_c0_g1_i1
TRINITY_DN259362_c0_g1_i1,TRINITY_DN259362_c0_g1_i1
TRINITY_DN259369_c0_g1_i1,TRINITY_DN259369_c0_g1_i1
TRINITY_DN259370_c0_g1_i2,TRINITY_DN259370_c0_g1_i2
TRINITY_DN259373_c0_g1_i1,TRINITY_DN259373_c0_g1_i1
TRINITY_DN259375_c0_g1_i1,TRINITY_DN259375_c0_g1_i1
TRINITY_DN259379_c0_g1_i2,TRINITY_DN259379_c0_g1_i2
TRINITY_DN25937_c0_g1_i1,TRINITY_DN25937_c0_g1_i1
TRINITY_DN259380_c0_g1_i1,TRINITY_DN259380_c0_g1_i1
TRINITY_DN259398_c0_g1_i1,TRINITY_DN259398_c0_g1_i1
TRINITY_DN25939_c0_g1_i19,TRINITY_DN25939_c0_g1_i19
TRINITY_DN2593_c2_g5_i1,TRINITY_DN2593_c2_g5_i1
TRINITY_DN2593_c3_g1_i1,TRINITY_DN2593_c3_g1_i1
TRINITY_DN2593_c4_g1_i4,TRINITY_DN2593_c4_g1_i4
TRINITY_DN2593_c7_g1_i1,TRINITY_DN2593_c7_g1_i1
TRINITY_DN259403_c0_g1_i1,TRINITY_DN259403_c0_g1_i1
TRINITY_DN259405_c0_g1_i1,TRINITY_DN259405_c0_g1_i1
TRINITY_DN259406_c0_g1_i1,TRINITY_DN259406_c0_g1_i1
TRINITY_DN259408_c0_g1_i1,TRINITY_DN259408_c0_g1_i1
TRINITY_DN25940_c0_g1_i2,TRINITY_DN25940_c0_g1_i2
TRINITY_DN259410_c0_g1_i1,TRINITY_DN259410_c0_g1_i1
TRINITY_DN259414_c0_g1_i1,TRINITY_DN259414_c0_g1_i1
TRINITY_DN259421_c0_g1_i2,TRINITY_DN259421_c0_g1_i2
TRINITY_DN259423_c0_g1_i2,TRINITY_DN259423_c0_g1_i2
TRINITY_DN25942_c0_g1_i3,TRINITY_DN25942_c0_g1_i3
TRINITY_DN259437_c0_g1_i1,TRINITY_DN259437_c0_g1_i1
TRINITY_DN259440_c0_g1_i1,TRINITY_DN259440_c0_g1_i1
TRINITY_DN259446_c0_g1_i1,TRINITY_DN259446_c0_g1_i1
TRINITY_DN259447_c0_g1_i1,TRINITY_DN259447_c0_g1_i1
TRINITY_DN259453_c0_g1_i1,TRINITY_DN259453_c0_g1_i1
TRINITY_DN259455_c0_g1_i1,TRINITY_DN259455_c0_g1_i1
TRINITY_DN259457_c0_g1_i1,TRINITY_DN259457_c0_g1_i1
TRINITY_DN259460_c0_g1_i1,TRINITY_DN259460_c0_g1_i1
TRINITY_DN259466_c0_g1_i2,TRINITY_DN259466_c0_g1_i2
TRINITY_DN259467_c0_g1_i1,TRINITY_DN259467_c0_g1_i1
TRINITY_DN25946_c0_g1_i1,TRINITY_DN25946_c0_g1_i1
TRINITY_DN259470_c0_g1_i1,TRINITY_DN259470_c0_g1_i1
TRINITY_DN259478_c0_g1_i2,TRINITY_DN259478_c0_g1_i2
TRINITY_DN259479_c0_g1_i1,TRINITY_DN259479_c0_g1_i1
TRINITY_DN25947_c0_g1_i4,TRINITY_DN25947_c0_g1_i4
TRINITY_DN259482_c0_g1_i1,TRINITY_DN259482_c0_g1_i1
TRINITY_DN259483_c0_g1_i1,TRINITY_DN259483_c0_g1_i1
TRINITY_DN259484_c0_g1_i2,TRINITY_DN259484_c0_g1_i2
TRINITY_DN259491_c0_g1_i1,TRINITY_DN259491_c0_g1_i1
TRINITY_DN259503_c0_g1_i1,TRINITY_DN259503_c0_g1_i1
TRINITY_DN259505_c0_g1_i1,TRINITY_DN259505_c0_g1_i1
TRINITY_DN259506_c0_g1_i1,TRINITY_DN259506_c0_g1_i1
TRINITY_DN25950_c0_g1_i1,TRINITY_DN25950_c0_g1_i1
TRINITY_DN259512_c0_g1_i1,TRINITY_DN259512_c0_g1_i1
TRINITY_DN259516_c0_g1_i1,TRINITY_DN259516_c0_g1_i1
TRINITY_DN259519_c0_g1_i1,TRINITY_DN259519_c0_g1_i1
TRINITY_DN259524_c0_g1_i1,TRINITY_DN259524_c0_g1_i1
TRINITY_DN259534_c0_g1_i1,TRINITY_DN259534_c0_g1_i1
TRINITY_DN259547_c0_g1_i1,TRINITY_DN259547_c0_g1_i1
TRINITY_DN25954_c0_g1_i1,TRINITY_DN25954_c0_g1_i1
TRINITY_DN259551_c0_g1_i1,TRINITY_DN259551_c0_g1_i1
TRINITY_DN259556_c0_g1_i1,TRINITY_DN259556_c0_g1_i1
TRINITY_DN259558_c0_g1_i2,TRINITY_DN259558_c0_g1_i2
TRINITY_DN259561_c0_g1_i1,TRINITY_DN259561_c0_g1_i1
TRINITY_DN259565_c0_g1_i1,TRINITY_DN259565_c0_g1_i1
TRINITY_DN259578_c0_g1_i3,TRINITY_DN259578_c0_g1_i3
TRINITY_DN25957_c0_g1_i11,TRINITY_DN25957_c0_g1_i11
TRINITY_DN25957_c2_g1_i11,TRINITY_DN25957_c2_g1_i11
TRINITY_DN259580_c0_g1_i1,TRINITY_DN259580_c0_g1_i1
TRINITY_DN259581_c0_g1_i1,TRINITY_DN259581_c0_g1_i1
TRINITY_DN259583_c0_g1_i1,TRINITY_DN259583_c0_g1_i1
TRINITY_DN259586_c0_g1_i2,TRINITY_DN259586_c0_g1_i2
TRINITY_DN259588_c0_g1_i1,TRINITY_DN259588_c0_g1_i1
TRINITY_DN2595_c0_g1_i19,TRINITY_DN2595_c0_g1_i19
TRINITY_DN2595_c16_g1_i5,TRINITY_DN2595_c16_g1_i5
TRINITY_DN2595_c2_g1_i2,TRINITY_DN2595_c2_g1_i2
TRINITY_DN2595_c8_g2_i1,TRINITY_DN2595_c8_g2_i1
TRINITY_DN2595_c8_g3_i1,TRINITY_DN2595_c8_g3_i1
TRINITY_DN259600_c0_g1_i1,TRINITY_DN259600_c0_g1_i1
TRINITY_DN259603_c0_g1_i1,TRINITY_DN259603_c0_g1_i1
TRINITY_DN259604_c0_g1_i1,TRINITY_DN259604_c0_g1_i1
TRINITY_DN25960_c6_g1_i1,TRINITY_DN25960_c6_g1_i1
TRINITY_DN259612_c0_g1_i1,TRINITY_DN259612_c0_g1_i1
TRINITY_DN259616_c0_g1_i1,TRINITY_DN259616_c0_g1_i1
TRINITY_DN259618_c0_g1_i1,TRINITY_DN259618_c0_g1_i1
TRINITY_DN259620_c0_g1_i1,TRINITY_DN259620_c0_g1_i1
TRINITY_DN259623_c0_g1_i1,TRINITY_DN259623_c0_g1_i1
TRINITY_DN259626_c0_g1_i1,TRINITY_DN259626_c0_g1_i1
TRINITY_DN259630_c0_g1_i1,TRINITY_DN259630_c0_g1_i1
TRINITY_DN259632_c0_g1_i1,TRINITY_DN259632_c0_g1_i1
TRINITY_DN259636_c0_g1_i1,TRINITY_DN259636_c0_g1_i1
TRINITY_DN259637_c0_g1_i2,TRINITY_DN259637_c0_g1_i2
TRINITY_DN259639_c0_g1_i1,TRINITY_DN259639_c0_g1_i1
TRINITY_DN259642_c0_g1_i1,TRINITY_DN259642_c0_g1_i1
TRINITY_DN259644_c0_g1_i1,TRINITY_DN259644_c0_g1_i1
TRINITY_DN259645_c0_g1_i1,TRINITY_DN259645_c0_g1_i1
TRINITY_DN259657_c0_g1_i1,TRINITY_DN259657_c0_g1_i1
TRINITY_DN25965_c0_g1_i2,TRINITY_DN25965_c0_g1_i2
TRINITY_DN259661_c0_g1_i1,TRINITY_DN259661_c0_g1_i1
TRINITY_DN259667_c0_g1_i1,TRINITY_DN259667_c0_g1_i1
TRINITY_DN259669_c0_g1_i1,TRINITY_DN259669_c0_g1_i1
TRINITY_DN25966_c0_g1_i9,TRINITY_DN25966_c0_g1_i9
TRINITY_DN259674_c0_g1_i1,TRINITY_DN259674_c0_g1_i1
TRINITY_DN259677_c0_g1_i2,TRINITY_DN259677_c0_g1_i2
TRINITY_DN259679_c0_g1_i1,TRINITY_DN259679_c0_g1_i1
TRINITY_DN259687_c0_g1_i2,TRINITY_DN259687_c0_g1_i2
TRINITY_DN259698_c0_g1_i1,TRINITY_DN259698_c0_g1_i1
TRINITY_DN25969_c0_g1_i8,TRINITY_DN25969_c0_g1_i8
TRINITY_DN2596_c0_g3_i2,TRINITY_DN2596_c0_g3_i2
TRINITY_DN259703_c0_g1_i2,TRINITY_DN259703_c0_g1_i2
TRINITY_DN25970_c0_g1_i1,TRINITY_DN25970_c0_g1_i1
TRINITY_DN25970_c0_g2_i2,TRINITY_DN25970_c0_g2_i2
TRINITY_DN259710_c0_g1_i1,TRINITY_DN259710_c0_g1_i1
TRINITY_DN25971_c0_g1_i1,TRINITY_DN25971_c0_g1_i1
TRINITY_DN259727_c0_g1_i1,TRINITY_DN259727_c0_g1_i1
TRINITY_DN259731_c0_g1_i1,TRINITY_DN259731_c0_g1_i1
TRINITY_DN25973_c0_g1_i6,TRINITY_DN25973_c0_g1_i6
TRINITY_DN259740_c0_g1_i1,TRINITY_DN259740_c0_g1_i1
TRINITY_DN259743_c0_g1_i1,TRINITY_DN259743_c0_g1_i1
TRINITY_DN259744_c0_g1_i1,TRINITY_DN259744_c0_g1_i1
TRINITY_DN259747_c0_g1_i1,TRINITY_DN259747_c0_g1_i1
TRINITY_DN259748_c0_g1_i1,TRINITY_DN259748_c0_g1_i1
TRINITY_DN259751_c0_g1_i1,TRINITY_DN259751_c0_g1_i1
TRINITY_DN259752_c0_g1_i1,TRINITY_DN259752_c0_g1_i1
TRINITY_DN259753_c0_g1_i1,TRINITY_DN259753_c0_g1_i1
TRINITY_DN259755_c0_g1_i1,TRINITY_DN259755_c0_g1_i1
TRINITY_DN259756_c0_g1_i1,TRINITY_DN259756_c0_g1_i1
TRINITY_DN259760_c0_g1_i1,TRINITY_DN259760_c0_g1_i1
TRINITY_DN259761_c0_g1_i1,TRINITY_DN259761_c0_g1_i1
TRINITY_DN259762_c0_g1_i1,TRINITY_DN259762_c0_g1_i1
TRINITY_DN259763_c0_g1_i1,TRINITY_DN259763_c0_g1_i1
TRINITY_DN259771_c0_g1_i1,TRINITY_DN259771_c0_g1_i1
TRINITY_DN259777_c0_g1_i1,TRINITY_DN259777_c0_g1_i1
TRINITY_DN259779_c0_g1_i1,TRINITY_DN259779_c0_g1_i1
TRINITY_DN259787_c0_g1_i1,TRINITY_DN259787_c0_g1_i1
TRINITY_DN259788_c0_g1_i1,TRINITY_DN259788_c0_g1_i1
TRINITY_DN259789_c0_g1_i1,TRINITY_DN259789_c0_g1_i1
TRINITY_DN259790_c0_g1_i1,TRINITY_DN259790_c0_g1_i1
TRINITY_DN259793_c0_g1_i1,TRINITY_DN259793_c0_g1_i1
TRINITY_DN259795_c0_g1_i1,TRINITY_DN259795_c0_g1_i1
TRINITY_DN259796_c0_g1_i1,TRINITY_DN259796_c0_g1_i1
TRINITY_DN25979_c0_g1_i3,TRINITY_DN25979_c0_g1_i3
TRINITY_DN25979_c0_g2_i8,TRINITY_DN25979_c0_g2_i8
TRINITY_DN2597_c1_g1_i10,TRINITY_DN2597_c1_g1_i10
TRINITY_DN259803_c0_g1_i1,TRINITY_DN259803_c0_g1_i1
TRINITY_DN259805_c0_g1_i1,TRINITY_DN259805_c0_g1_i1
TRINITY_DN259807_c0_g1_i1,TRINITY_DN259807_c0_g1_i1
TRINITY_DN259808_c0_g1_i1,TRINITY_DN259808_c0_g1_i1
TRINITY_DN25980_c0_g1_i8,TRINITY_DN25980_c0_g1_i8
TRINITY_DN259810_c0_g1_i1,TRINITY_DN259810_c0_g1_i1
TRINITY_DN259813_c0_g1_i2,TRINITY_DN259813_c0_g1_i2
TRINITY_DN259815_c0_g1_i1,TRINITY_DN259815_c0_g1_i1
TRINITY_DN259820_c0_g1_i1,TRINITY_DN259820_c0_g1_i1
TRINITY_DN259825_c0_g1_i1,TRINITY_DN259825_c0_g1_i1
TRINITY_DN259828_c0_g1_i1,TRINITY_DN259828_c0_g1_i1
TRINITY_DN259829_c0_g1_i1,TRINITY_DN259829_c0_g1_i1
TRINITY_DN259830_c0_g1_i1,TRINITY_DN259830_c0_g1_i1
TRINITY_DN259831_c0_g1_i1,TRINITY_DN259831_c0_g1_i1
TRINITY_DN259836_c0_g1_i1,TRINITY_DN259836_c0_g1_i1
TRINITY_DN25983_c0_g1_i2,TRINITY_DN25983_c0_g1_i2
TRINITY_DN259843_c0_g1_i1,TRINITY_DN259843_c0_g1_i1
TRINITY_DN259850_c0_g1_i1,TRINITY_DN259850_c0_g1_i1
TRINITY_DN25985_c0_g1_i1,TRINITY_DN25985_c0_g1_i1
TRINITY_DN259861_c0_g1_i1,TRINITY_DN259861_c0_g1_i1
TRINITY_DN259870_c0_g1_i1,TRINITY_DN259870_c0_g1_i1
TRINITY_DN259871_c0_g1_i1,TRINITY_DN259871_c0_g1_i1
TRINITY_DN259880_c0_g1_i1,TRINITY_DN259880_c0_g1_i1
TRINITY_DN259884_c0_g1_i1,TRINITY_DN259884_c0_g1_i1
TRINITY_DN259887_c0_g1_i1,TRINITY_DN259887_c0_g1_i1
TRINITY_DN259888_c0_g1_i1,TRINITY_DN259888_c0_g1_i1
TRINITY_DN259895_c0_g1_i1,TRINITY_DN259895_c0_g1_i1
TRINITY_DN259899_c0_g1_i1,TRINITY_DN259899_c0_g1_i1
TRINITY_DN2598_c0_g1_i4,TRINITY_DN2598_c0_g1_i4
TRINITY_DN259911_c0_g1_i1,TRINITY_DN259911_c0_g1_i1
TRINITY_DN259912_c0_g1_i1,TRINITY_DN259912_c0_g1_i1
TRINITY_DN259926_c0_g1_i1,TRINITY_DN259926_c0_g1_i1
TRINITY_DN259932_c0_g1_i1,TRINITY_DN259932_c0_g1_i1
TRINITY_DN259937_c0_g1_i1,TRINITY_DN259937_c0_g1_i1
TRINITY_DN259938_c0_g1_i1,TRINITY_DN259938_c0_g1_i1
TRINITY_DN259939_c0_g1_i1,TRINITY_DN259939_c0_g1_i1
TRINITY_DN259940_c0_g1_i1,TRINITY_DN259940_c0_g1_i1
TRINITY_DN25994_c0_g1_i1,TRINITY_DN25994_c0_g1_i1
TRINITY_DN259951_c0_g1_i1,TRINITY_DN259951_c0_g1_i1
TRINITY_DN259953_c0_g1_i2,TRINITY_DN259953_c0_g1_i2
TRINITY_DN259954_c0_g1_i1,TRINITY_DN259954_c0_g1_i1
TRINITY_DN259956_c0_g1_i1,TRINITY_DN259956_c0_g1_i1
TRINITY_DN259958_c0_g1_i1,TRINITY_DN259958_c0_g1_i1
TRINITY_DN259959_c0_g1_i1,TRINITY_DN259959_c0_g1_i1
TRINITY_DN259961_c0_g1_i1,TRINITY_DN259961_c0_g1_i1
TRINITY_DN259964_c0_g1_i1,TRINITY_DN259964_c0_g1_i1
TRINITY_DN259967_c0_g1_i1,TRINITY_DN259967_c0_g1_i1
TRINITY_DN25996_c0_g2_i3,TRINITY_DN25996_c0_g2_i3
TRINITY_DN259975_c0_g1_i1,TRINITY_DN259975_c0_g1_i1
TRINITY_DN259983_c0_g1_i1,TRINITY_DN259983_c0_g1_i1
TRINITY_DN259988_c0_g1_i1,TRINITY_DN259988_c0_g1_i1
TRINITY_DN259998_c0_g1_i2,TRINITY_DN259998_c0_g1_i2
TRINITY_DN259_c0_g1_i11,TRINITY_DN259_c0_g1_i11
TRINITY_DN25_c0_g2_i1,TRINITY_DN25_c0_g2_i1
TRINITY_DN25_c0_g3_i1,TRINITY_DN25_c0_g3_i1
TRINITY_DN25_c1_g1_i8,TRINITY_DN25_c1_g1_i8
TRINITY_DN25_c4_g1_i1,TRINITY_DN25_c4_g1_i1
TRINITY_DN260000_c0_g1_i1,TRINITY_DN260000_c0_g1_i1
TRINITY_DN26000_c0_g1_i5,TRINITY_DN26000_c0_g1_i5
TRINITY_DN260017_c0_g1_i1,TRINITY_DN260017_c0_g1_i1
TRINITY_DN260030_c0_g1_i1,TRINITY_DN260030_c0_g1_i1
TRINITY_DN260032_c0_g1_i1,TRINITY_DN260032_c0_g1_i1
TRINITY_DN260035_c0_g1_i1,TRINITY_DN260035_c0_g1_i1
TRINITY_DN26003_c0_g1_i40,TRINITY_DN26003_c0_g1_i40
TRINITY_DN260040_c0_g1_i1,TRINITY_DN260040_c0_g1_i1
TRINITY_DN26004_c0_g1_i1,TRINITY_DN26004_c0_g1_i1
TRINITY_DN260050_c0_g1_i1,TRINITY_DN260050_c0_g1_i1
TRINITY_DN260051_c0_g1_i1,TRINITY_DN260051_c0_g1_i1
TRINITY_DN260052_c0_g1_i1,TRINITY_DN260052_c0_g1_i1
TRINITY_DN260053_c0_g1_i1,TRINITY_DN260053_c0_g1_i1
TRINITY_DN260056_c0_g1_i1,TRINITY_DN260056_c0_g1_i1
TRINITY_DN260059_c0_g1_i1,TRINITY_DN260059_c0_g1_i1
TRINITY_DN26006_c0_g1_i1,TRINITY_DN26006_c0_g1_i1
TRINITY_DN260073_c0_g1_i1,TRINITY_DN260073_c0_g1_i1
TRINITY_DN260074_c0_g1_i1,TRINITY_DN260074_c0_g1_i1
TRINITY_DN260076_c0_g1_i1,TRINITY_DN260076_c0_g1_i1
TRINITY_DN260077_c0_g1_i1,TRINITY_DN260077_c0_g1_i1
TRINITY_DN260078_c0_g1_i1,TRINITY_DN260078_c0_g1_i1
TRINITY_DN26007_c0_g1_i1,TRINITY_DN26007_c0_g1_i1
TRINITY_DN260082_c0_g1_i1,TRINITY_DN260082_c0_g1_i1
TRINITY_DN260088_c0_g1_i1,TRINITY_DN260088_c0_g1_i1
TRINITY_DN260092_c0_g1_i1,TRINITY_DN260092_c0_g1_i1
TRINITY_DN260093_c0_g1_i2,TRINITY_DN260093_c0_g1_i2
TRINITY_DN260096_c0_g1_i1,TRINITY_DN260096_c0_g1_i1
TRINITY_DN26009_c0_g1_i6,TRINITY_DN26009_c0_g1_i6
TRINITY_DN2600_c0_g1_i44,TRINITY_DN2600_c0_g1_i44
TRINITY_DN260103_c0_g1_i2,TRINITY_DN260103_c0_g1_i2
TRINITY_DN260105_c0_g1_i1,TRINITY_DN260105_c0_g1_i1
TRINITY_DN26010_c0_g1_i1,TRINITY_DN26010_c0_g1_i1
TRINITY_DN260113_c0_g1_i1,TRINITY_DN260113_c0_g1_i1
TRINITY_DN260115_c0_g1_i1,TRINITY_DN260115_c0_g1_i1
TRINITY_DN260116_c0_g1_i1,TRINITY_DN260116_c0_g1_i1
TRINITY_DN260119_c0_g1_i1,TRINITY_DN260119_c0_g1_i1
TRINITY_DN260125_c0_g1_i1,TRINITY_DN260125_c0_g1_i1
TRINITY_DN260126_c0_g1_i1,TRINITY_DN260126_c0_g1_i1
TRINITY_DN260128_c0_g1_i1,TRINITY_DN260128_c0_g1_i1
TRINITY_DN260130_c0_g1_i1,TRINITY_DN260130_c0_g1_i1
TRINITY_DN260132_c0_g1_i1,TRINITY_DN260132_c0_g1_i1
TRINITY_DN260137_c0_g1_i2,TRINITY_DN260137_c0_g1_i2
TRINITY_DN260139_c0_g1_i1,TRINITY_DN260139_c0_g1_i1
TRINITY_DN26013_c0_g1_i26,TRINITY_DN26013_c0_g1_i26
TRINITY_DN260141_c0_g1_i1,TRINITY_DN260141_c0_g1_i1
TRINITY_DN260153_c0_g1_i1,TRINITY_DN260153_c0_g1_i1
TRINITY_DN260157_c0_g1_i1,TRINITY_DN260157_c0_g1_i1
TRINITY_DN26015_c0_g1_i4,TRINITY_DN26015_c0_g1_i4
TRINITY_DN26015_c0_g2_i1,TRINITY_DN26015_c0_g2_i1
